,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,forecast_avg_precipitation_wMean,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean
8760,01/01/2020 00:00:00,2019-12-31 16:00:00,330.62,12,7290,2273,91,0,0.237006211555804,5.77110512375336,282.584437409513,277.492615046876,307.611376812939
8761,01/01/2020 01:00:00,2019-12-31 17:00:00,389.74,15,9098,2272,91,0,0.163704606236336,5.29564095194528,280.796654462919,277.327491226538,7.38633091439661
8762,01/01/2020 02:00:00,2019-12-31 18:00:00,385.95,14,8827,2273,91,0,0.163704606236336,5.29564095194528,280.796654462919,277.327491226538,7.38633091439661
8763,01/01/2020 03:00:00,2019-12-31 19:00:00,374.28,12,8040,2272,91,0,0.163704606236336,5.29564095194528,280.796654462919,277.327491226538,7.38633091439661
8764,01/01/2020 04:00:00,2019-12-31 20:00:00,372.05,15,7826,2272,46,0,0.223802922494437,5.1855823837933,279.946580964577,276.499523008458,2.28863817198944
8765,01/01/2020 05:00:00,2019-12-31 21:00:00,374.15,12,7710,2272,90,0,0.223802922494437,5.1855823837933,279.946580964577,276.499523008458,2.28863817198944
8766,01/01/2020 06:00:00,2019-12-31 22:00:00,375.14,12,7717,2275,90,0,0.223802922494437,5.1855823837933,279.946580964577,276.499523008458,2.28863817198944
8767,01/01/2020 07:00:00,2019-12-31 23:00:00,376.39,10,8221,2275,46,0,0.010683991192314,5.16068306649301,279.215700986875,275.710298851487,0
8768,01/01/2020 08:00:00,2020-01-01 00:00:00,379.12,11,8326,2275,46,0,0.010683991192314,5.16068306649301,279.215700986875,275.710298851487,0
8769,01/01/2020 09:00:00,2020-01-01 01:00:00,379.97,9,8372,2272,91,0,0.010683991192314,5.16068306649301,279.215700986875,275.710298851487,0
8770,01/01/2020 10:00:00,2020-01-01 02:00:00,359.19,8,7428,2274,90,0,0.019284975907882,5.03218132396538,278.726945196294,274.962583323806,0
8771,01/01/2020 11:00:00,2020-01-01 03:00:00,360.93,9,7118,2274,91,0,0.019284975907882,5.03218132396538,278.726945196294,274.962583323806,0
8772,01/01/2020 12:00:00,2020-01-01 04:00:00,347.46,9,6710,2272,90,0,0.019284975907882,5.03218132396538,278.726945196294,274.962583323806,0
8773,01/01/2020 13:00:00,2020-01-01 05:00:00,350.26,9,6629,2271,90,0,0.001492814872458,4.83286830003722,278.428006702351,274.430077210889,0
8774,01/01/2020 14:00:00,2020-01-01 06:00:00,336.7,9,6312,2272,58,0,0.001492814872458,4.83286830003722,278.428006702351,274.430077210889,0
8775,01/01/2020 15:00:00,2020-01-01 07:00:00,346,9,6399,2271,46,0,0.001492814872458,4.83286830003722,278.428006702351,274.430077210889,0
8776,01/01/2020 16:00:00,2020-01-01 08:00:00,238.87,10,4732,2273,46,0,0.001492814872458,4.81330222183411,281.604253875861,275.073047982158,86.8747135846448
8777,01/01/2020 17:00:00,2020-01-01 09:00:00,192.32,10,4655,2272,46,0,0.001492814872458,4.81330222183411,281.604253875861,275.073047982158,86.8747135846448
8778,01/01/2020 18:00:00,2020-01-01 10:00:00,170.39,10,4111,2273,56,0,0.001492814872458,4.81330222183411,281.604253875861,275.073047982158,86.8747135846448
8779,01/01/2020 19:00:00,2020-01-01 11:00:00,162.37,9,3964,2275,62,0,0,5.02495054186559,283.239907055826,274.852313556341,463.579707225722
8780,01/01/2020 20:00:00,2020-01-01 12:00:00,161.27,9,3918,2272,83,0,0,5.02495054186559,283.239907055826,274.852313556341,463.579707225722
8781,01/01/2020 21:00:00,2020-01-01 13:00:00,166.26,9,4079,2272,46,0,0,5.02495054186559,283.239907055826,274.852313556341,463.579707225722
8782,01/01/2020 22:00:00,2020-01-01 14:00:00,162.24,9,4165,2273,91,0,0,4.20409789053281,282.237924297246,275.290091849975,384.336546510878
8783,01/01/2020 23:00:00,2020-01-01 15:00:00,188.76,10,4844,2270,92,0,0,4.20409789053281,282.237924297246,275.290091849975,384.336546510878
8784,01/02/2020 00:00:00,2020-01-01 16:00:00,238.62,10,5233,2271,90,0,0,4.20409789053281,282.237924297246,275.290091849975,384.336546510878
8785,01/02/2020 01:00:00,2020-01-01 17:00:00,282.52,9,5968,2272,91,0,0,3.9641711115333,280.402991853637,274.885347927923,11.8721393127555
8786,01/02/2020 02:00:00,2020-01-01 18:00:00,287.35,9,6092,2273,90,0,0,3.9641711115333,280.402991853637,274.885347927923,11.8721393127555
8787,01/02/2020 03:00:00,2020-01-01 19:00:00,276.55,7,6090,2271,91,0,0,3.9641711115333,280.402991853637,274.885347927923,11.8721393127555
8788,01/02/2020 04:00:00,2020-01-01 20:00:00,299.39,8,6895,2273,90,0,0,3.57223505486469,280.049877183593,274.37441506328,5.34203858032991
8789,01/02/2020 05:00:00,2020-01-01 21:00:00,300.46,9,7091,2275,90,0,0,3.57223505486469,280.049877183593,274.37441506328,5.34203858032991
8790,01/02/2020 06:00:00,2020-01-01 22:00:00,272.08,8,6113,2273,45,0,0,3.57223505486469,280.049877183593,274.37441506328,5.34203858032991
8791,01/02/2020 07:00:00,2020-01-01 23:00:00,262.3,7,5535,2274,91,0,0,3.13414463019287,279.686897067431,273.827552291157,0
8792,01/02/2020 08:00:00,2020-01-02 00:00:00,253.61,7,5356,2272,91,0,0,3.13414463019287,279.686897067431,273.827552291157,0
8793,01/02/2020 09:00:00,2020-01-02 01:00:00,251.88,7,5121,2270,90,0,0,3.13414463019287,279.686897067431,273.827552291157,0
8794,01/02/2020 10:00:00,2020-01-02 02:00:00,276.14,7,5087,2272,90,0,0,2.65039934612806,279.470278892113,273.351594303174,0
