,UTC time,Local time,carbon_intensity,coal,nat_gas,carbon_intensity,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,Net generation
8760,01/01/2020 00:00:00,2019-12-31 16:00:00,242.9,12,7290,242.9,5.77110512375336,282.584437409513,277.492615046876,307.611376812939,0.237006211555804,11294
8761,01/01/2020 01:00:00,2019-12-31 17:00:00,291.9,15,9098,291.9,5.29564095194528,280.796654462919,277.327491226538,7.38633091439661,0.163704606236336,11663
8762,01/01/2020 02:00:00,2019-12-31 18:00:00,288.94,14,8827,288.94,5.29564095194528,280.796654462919,277.327491226538,7.38633091439661,0.163704606236336,11438
8763,01/01/2020 03:00:00,2019-12-31 19:00:00,279.87,12,8040,279.87,5.29564095194528,280.796654462919,277.327491226538,7.38633091439661,0.163704606236336,10763
8764,01/01/2020 04:00:00,2019-12-31 20:00:00,278.53,15,7826,278.53,5.1855823837933,279.946580964577,276.499523008458,2.28863817198944,0.223802922494437,10473
8765,01/01/2020 05:00:00,2019-12-31 21:00:00,279.74,12,7710,279.74,5.1855823837933,279.946580964577,276.499523008458,2.28863817198944,0.223802922494437,10331
8766,01/01/2020 06:00:00,2019-12-31 22:00:00,280.5,12,7717,280.5,5.1855823837933,279.946580964577,276.499523008458,2.28863817198944,0.223802922494437,10310
8767,01/01/2020 07:00:00,2019-12-31 23:00:00,281.83,10,8221,281.83,5.16068306649301,279.215700986875,275.710298851487,0,0.010683991192314,10855
8768,01/01/2020 08:00:00,2020-01-01 00:00:00,283.96,11,8326,283.96,5.16068306649301,279.215700986875,275.710298851487,0,0.010683991192314,10912
8769,01/01/2020 09:00:00,2020-01-01 01:00:00,284.24,9,8372,284.24,5.16068306649301,279.215700986875,275.710298851487,0,0.010683991192314,11021
8770,01/01/2020 10:00:00,2020-01-01 02:00:00,268.13,8,7428,268.13,5.03218132396538,278.726945196294,274.962583323806,0,0.019284975907882,10378
8771,01/01/2020 11:00:00,2020-01-01 03:00:00,269.44,9,7118,269.44,5.03218132396538,278.726945196294,274.962583323806,0,0.019284975907882,9903
8772,01/01/2020 12:00:00,2020-01-01 04:00:00,259.03,9,6710,259.03,5.03218132396538,278.726945196294,274.962583323806,0,0.019284975907882,9717
8773,01/01/2020 13:00:00,2020-01-01 05:00:00,261.18,9,6629,261.18,4.83286830003722,278.428006702351,274.430077210889,0,0.001492814872458,9525
8774,01/01/2020 14:00:00,2020-01-01 06:00:00,250.99,9,6312,250.99,4.83286830003722,278.428006702351,274.430077210889,0,0.001492814872458,9392
8775,01/01/2020 15:00:00,2020-01-01 07:00:00,257.85,9,6399,257.85,4.83286830003722,278.428006702351,274.430077210889,0,0.001492814872458,9281
8776,01/01/2020 16:00:00,2020-01-01 08:00:00,168.85,10,4732,168.85,4.81330222183411,281.604253875861,275.073047982158,86.8747135846448,0.001492814872458,10524
8777,01/01/2020 17:00:00,2020-01-01 09:00:00,128.82,10,4655,128.82,4.81330222183411,281.604253875861,275.073047982158,86.8747135846448,0.001492814872458,13574
8778,01/01/2020 18:00:00,2020-01-01 10:00:00,110.24,10,4111,110.24,4.81330222183411,281.604253875861,275.073047982158,86.8747135846448,0.001492814872458,14073
8779,01/01/2020 19:00:00,2020-01-01 11:00:00,104.62,9,3964,104.62,5.02495054186559,283.239907055826,274.852313556341,463.579707225722,0,14325
